@relation TweetFile

@attribute text string
@attribute s_class{network,customer_service,mobile_data,financial,sales,phone_services,signal,other,internet}

@data
'@VodafoneUK I was trying to upgrade to a sim only and the agent said they were gonna connect me to a different team… https://t.co/FpPlBh8E7U',phone_services
'@VodafoneUK When I asked about that, the woman on the phone told me to go instore and that they would sort it and replace the phone for me.',phone_services
'@VodafoneUK please help us in HS2... I havent been able to make or receive calls for over a week! No service 😭its not even windy 💨',customer_service
'@VodafoneUK Still no call back.',other
'YIPPEE! My contract with @VodafoneUK ends in a month!! Counting down to ending 18 years of bad service &amp; being ripped off 📵',customer_service
'I don’t think the @VodafoneUK team truly understand how horrifying it is to have to listen to ads on @Spotify😩',other
'Can someone send me my cancellation confirmation please @VodafoneUK? Expected it over an hour ago...',other
'@VodafoneUK what do you say about this then??  One of your adviser telling a customer the Apple Watch 3 will be com… https://t.co/KZwEmoqE03',customer_service
'RT @VentureRecLtd: From #chatbots and #drones to #AugmentedReality, @VodafoneUK talks about the future of #retail:https://t.co/dM14DVlh0z…',other
'@VodafoneUK Stop directing me to the same deals I’ve already been through! £8 increase is a terrible upgrade!',other
'RT @VentureRecLtd: From #chatbots and #drones to #AugmentedReality, @VodafoneUK talks about the future of #retail:https://t.co/dM14DVlh0z…',other
'Retail Sales Advisor @VodafoneUK #Alton Info/apply: https://t.co/nY3I0jHs9x #Hampshire https://t.co/rW18BTaxqZ',sales
'Gaaaaaaaah another dropped phone with a screen like an 80s wobbly VHS tape @SamsungMobile @VodafoneUK @eighties90s https://t.co/D8g58NiC0f',phone_services
'@theflyinsheep @carsteedman @VodafoneUK Theyre been ignoring my complaint for ages.',customer_service
'Disgusted that the exact same deal I took out this time last year is going to cost me £8 more to stay with @VodafoneUK #extortion',financial
'@VodafoneUK Still ridiculous that this applies here tho. Its my bank, not a premium rate sex chat line. And as ask… https://t.co/RYQ7AESqXO',signal
'RT @VodafoneUK: What will the future hold? Discover how your world could change over the next 20 years. Ready?  https://t.co/XZejh1sAq2 htt…',other
'Is @VodafoneUK internet down in Leeds?',internet
'@VodafoneUK please tell me the Short dial number to pay my bill please?',financial
'@erinscott15 @VodafoneUK I walk passed there everyday but I’m not bringing it all the way up to you',other
'@VodafoneUK Sent a DM last night Matt, any chance you could look at this first thing?',other
'@VodafoneIN @VodafoneUK Get them educate how to deal with customers,',customer_service
'@TazDeCreations @VodafoneUK I do have the feeling that they are slowing down the interwebs of an evening as just go… https://t.co/CGxg4iLzPg',other
'RT @VodafoneUK: @ordinairyguy Hi, the price youre currently paying is what you wouldve agreed to at the start of your contract. 1/2 Kez',financial
'@VodafoneUK Dont you have international sanction? Our customer support?',customer_service
'@AdamParsons1 @VodafoneUK Have you tried, “Do you know who I am?” Or I know @MartinSLewis.',other
'RT @AdamParsons1: My @VodafoneUK nightmare day 3.  7 conversations, over 5 hours. Voda denied that my wifes number existed even tho she us…',other
'PARTNER: @VodafoneUK looks at the five trends helping to drive digital change: https://t.co/CPeiERuP74 https://t.co/3DoJ5EpzoY',other
'@VodafoneUK your costumer service is shit online for 1.5 hrs nothing dm on here to be told soon 22hrs later fuck all. #shitcompanydontuse',internet
'Why dont we see this guy on @BBCNews?I wonder @VodafoneUK @O2 https://t.co/ndV7VRUK8W',other
'@VodafoneUK Been into Llandudno Store today to be greeted with terrible service, my consumer rights have been seriously breached!!!🙁🙁🙁🙁🙁🙁',customer_service
'@VodafoneUK @DaveSenior95 same here were I live only 3g',other
'@VodafoneUK I’m @ sw16 5jy',other
'@VodafoneUK So given its not on that list I can assume that this is a scam?',other
'@EDP24 Very provider dependent. 4G with @giffgaff in Norfolk unlike 0G with @VodafoneUK. Choose wisely!',other
'@ntitawards @Mainoneservice @VodafoneUK @Vodacom111 @Rackcenter @CWGAfrica @CWGChoices @naijatechguide @IBMcloud @BudgITng CWG',customer_service
'@VodafoneUK Too late Im afraid. Nothing changed in almost 15 yrs and loyalty (!) only goes so far.3 accounts moved… https://t.co/IQZrUKyyHx',other
'@AnnaLouise87 @VodafoneUK I have been waiting for you to spot this 🤣🤣🤣',other
'@MoMayat17 @EE @O2 @VodafoneUK @ThreeUKSupport Giffgaff',other
'@ntitawards @Mainoneservice @VodafoneUK @Vodacom111 @Rackcenter @CWGAfrica @CWGChoices @naijatechguide @IBMcloud @BudgITng CWG all the way',customer_service
'@VodafoneUK I have iphone 6s thats broke im paying and not using im not due an upgrade until july is there anyway i can upgrade now?',phone_services
'@VodafoneUK you been working on an app for business customers for the last 10 years. Will@jt happen ever? https://t.co/aSWcjcom8d',customer_service
'@VodafoneUK It took It out yesterday, the phone arrived this afternoon',phone_services
'@VodafoneUK Why are you sending me bills for an account that is closed?',financial
'@CHARHOLE @VodafoneUK @ThreeUKSupport I know!! We were promised it wouldnt be issued, then they charged me anyway… https://t.co/e49JmJQwFk',customer_service
'@CopperGardenx @VodafoneUK @ThreeUKSupport ahhh no way!! Thats sooo bad :(',other
'@VodafoneUK No service in the Ecchinswell area. Started last week, cant make phone calls or text messages. Please can this get looked into.',customer_service
'@VodafoneUK As he has Encephalitis so is unable to communicate.',other
'@lucyshut @O2 @EE @VodafoneUK Check out our free online calculator before you make your move Lucy, totally impartia… https://t.co/fGLAeGU92F',internet
'@O2 Even with a fixed mast I’m getting 1mbps max... same phone, my friend on @VodafoneUK gets 20mbps. Just going to terminate my o2 contract',financial
'@VodafoneUK @Francoooombs Check out our free online calculator before you make any moves @Francoooombs, totally imp… https://t.co/y1VQGwJa20',internet
'I’ve been advised by both @O2 and @VodafoneUK that coverage in the #Llanberis area has been restored. @LlanberisMRT - can you confirm?',network
'@ntitawards @Mainoneservice @VodafoneUK @Vodacom111 @Rackcenter @CWGAfrica @CWGChoices @naijatechguide @IBMcloud… https://t.co/81lj5HOIhX',customer_service
'@VodafoneUK nowhere on the offer does it say I have to cancel or get charged or am I blind?? https://t.co/WM6hw7USGF',financial
'@VodafoneUK Ive sent email to director services as your customer services cant get the message that my father can… https://t.co/dhrUI6BIxd',customer_service
'@VodafoneUK It look like either somebody has hiked to the Vodafone system or Vodafone is making money by illegal me… https://t.co/DU87X2ewv4',financial
'@VodafoneUK Love that I have done this and still not had a response.  I am now on my 12th day without a phone or Si… https://t.co/Qke2ZL4bAR',phone_services
'@EE You have opened up customers to this fraud. I never signed up to this service, never had issues with @VodafoneUK. Take responsibility.',customer_service
'Suç sizde dalga geçer gibi iş yapmasaydınız 05056084513 @VodafoneUK @VodafoneTR https://t.co/UrbDokIClr',internet
'RT @UK_SPF: Attend 19 Oct SPF Plenary to hear from @smithinst, @VodafoneUK, @DCMS &amp; @PlumConsulting. More info available here =&gt; https://t.…',other
'RT @TwitterMktgUK: Find out how @VodafoneUK used Twitter Video to scale its sponsorship of Capital’s Summertime Ball. #CapitalSTB https://t…',other
'@VodafoneUK I forgot my password, now my account is locked and the reset page just gives me working hard to fix the problem 500 [2g2]',other
'@VodafoneUK I got a phone around a month a go with 2GB of data, I have connected it to my home internet? Will it cost me to play games etc?',internet
'@lucyshut @O2 @EE @VodafoneUK I voted EE and i’m on O2 😂',other
'@ntitawards @Mainoneservice @VodafoneUK @Vodacom111 @Rackcenter @CWGAfrica @CWGChoices @naijatechguide @IBMcloud… https://t.co/I6VcAiZ4bQ',customer_service
'@VodafoneUK yeah went swimmingly ... he pied me , so thats good ffs , what is going on here where Im just ringing and being in a loop',other
'@VodafoneUK another agent just hung up on me after saying he was putting me through to disconnections team , these calls need listening to !',other
'@ntitawards @Mainoneservice @VodafoneUK @Vodacom111 @Rackcenter @CWGAfrica @CWGChoices @naijatechguide @IBMcloud @BudgITng I vote CWG',customer_service
'RT @VodafoneUK: Its less than a week until #TheWalkingDead returns 🧟‍♂️School up before season 8 starts with our spoilerific recap https:/…',other
'@VodafoneUK @HuaweiMobile Huawei P10 in green. Its the bees knees!',phone_services
'Yesterdays email to the director at @VodafoneUK has been replied to and is being looked into. FINALLY I may have a solution',other
'@VodafoneUK It is always so slow to load new pages when I login and the functionality is crap even when they do. Really needs a refresh!',other
'Really @VodafoneUK ? I’m just considering renewing our business agreement.... #shouldwethinktwice? #customerservice… https://t.co/BLcw9UEvy9',customer_service
'@Nobby_Callaghan @VodafoneUK Not surprising @VodafoneUK are notorious for it.',other
'When sales @VodafoneUK say theyll call back. 24 hrs later someone else calls and denies the prices I was given! #really? #Iknowwhatwassaid',financial
'@VodafoneUK Nearly an hour on the phone and 20 mins in between waiting for a call back.',phone_services
'@VodafoneUK robbing lying company that decide to move the goal posts. 24mth contract but i so called changed it 12mths ago never did',financial
'@VodafoneUK Yes can I DM you ?',other
'@VodafoneUK Thanks for this however it is shocking that 1. Its taking so long for this and the lack of communication about this. cont.....',other
'@VodafoneUK Another promise which will end in no you have to take it there I refuse to make it seem you actually do… https://t.co/hEDsX2PyG5',other
'@VodafoneUK It has been looked into and a home pickup promised then reneged on, and not a single manager would spea… https://t.co/BVwhTJxjeF',other
'@VodafoneUK Bless Kirsty #livechat #Liveschmat I spent hours first time on live chat to sort out they didn’t and ag… https://t.co/faVCnDM5YI',other
'@VodafoneUK Arrive home to upset 4 year old saying mummy was v.sadYouve billed a full year after contact cancelled &amp; ported...😡',financial
'Retail Advisor @VodafoneUK #Weybridge #Surrey. Info/apply: https://t.co/FzdwJaybHp #RewindHour https://t.co/6rhMNGVqm1',other
'Retail Advisor @VodafoneUK #Lewes #EastSussex. Info/apply: https://t.co/iAB2H6lGMC #RewindHour https://t.co/OphghpQ9re',other
'@VodafoneUK I have several concerns and dispute my bill',financial
'@VodafoneUK Are you now ignoring one of your customers wanting help? Why won’t you tell me how to make a formal complaint?!',customer_service
'RT @aimeemilesx: This is what happens when @VodafoneUK @VodafoneUKhelp offer you cheaper bills, they increase them instead. What a rip off!…',financial
'This is what happens when @VodafoneUK @VodafoneUKhelp offer you cheaper bills, they increase them instead. What a r… https://t.co/UyJGQNlcBB',financial
'@VodafoneUK Also which ADR scheme are you part of?',other
'@VodafoneUK This is beyond a joke. How hard is it to answer a fucking phone seriously?? 40 minutes on hold. What are you paid for?',phone_services
'@VodafoneUK 40 minutes on hold is a fucking joke. You can tweet me and others but can’t fucking answer the phones 👍🏼',phone_services
'Still haven’t spoken to anyone @VodafoneUK https://t.co/3ZKifSr2He',other
'@VodafoneUK Oh yes - 3 times!   All I get emails asking for the same info AGAIN,  In fact another one since my last… https://t.co/su8DGiQnbD',other
'Went to @VodafoneUK in Tunbridge Wells to change plan expecting it to be a massive ballache but was done in 15 mins. Supremely helpful 10/10',other
'@VodafoneUK I’m trying but nobody ever answers!',other
'@VodafoneUK why do you mis sell sim only plans with NHS discount and then say you cant apply it after customers have signed up!',customer_service
'#UnboxYourPhone Samsung Galaxy S8 Plus, from tariffs of £42 p/m @VodafoneUK via @EzMobiles https://t.co/RbUJd9J8k4 https://t.co/MsYJfvMuxt',phone_services
'I need some help choosing my free @VodafoneUK gift for signing up to their #Fibre BB I can’t decide whether to ask… https://t.co/BhcXeYRV1C',other
'@VodafoneUK  https://t.co/6GRMANP8Gx',other
'@VodafoneUK I am waiting to hear back after using their new message service via the app',customer_service
'@AdamParsons1 @VodafoneUK Send them a bill',financial
'@VodafoneUK my home broadband has been disconnected! Status shows inactive but I can see downstream &amp; upstream data. I’m in LA1 postcode',mobile_data
'Joined @VodafoneUK Broadband 04/10 for £24/m... Why is my bill so high? For 29 days service Im being charged nearl… https://t.co/7WTVGyfI0w',customer_service
'Vodafone can you please fuck off and stop ringing me the damage was done 2 years ago, Im never coming back 😂😹✌️🤞 @VodafoneUK',other
'@erinscott15 @VodafoneUK as if u still havent got it ahahahaha what bollocks',other
'So @VodafoneUK , I have changed the microfilters as recommended and still no improvement in broadband speed. https://t.co/ZQzjjQ5XYN',mobile_data
'Imagine @VodafoneUK sending your phone 300miles away to the wrong store and then saying its up to me to go get it',phone_services
'RT @akeats: What you need to launch an #employeeadvocacy program, by @vodafoneUK &amp; @Dynamic_Signal in the next #DySiWebinar https://t.co/Pf…',signal
'@VodafoneUK It was for my daughter but the account is in my grandmothers name.',other
'@VodafoneUK This is my first day to Vodafone and I can’t get 3G either',other
'@VodafoneUK How could you if the person had lost their phone and needed a new SIM?',phone_services
'@EE @VodafoneUK @O2 whoever has Chris Coleman can you block his calls for a few weeks please? Don’t want him taking the Leicester job.',other
'@VodafoneUK are a joke, just spent 2 hours on the phone to them spoke to 5 different people and nobody could help me 😂 shambles man',phone_services
'@KennyDownSouth @OakhamPolice @VodafoneUK Its about thinking of these things, about actually doing something about… https://t.co/OchSEM3M0i',other
'A beautiful parting gift from @VodafoneUK not being able to use my phone for 24-48 hours. i cannot wait for my miserable contract to end',financial
'@VodafoneUK can I complain online or do I have to call?',internet
'Another nail in the coffin of #NetNeutralityin the UK - slippery slope from @VodafoneUK and @VOXI_UK :-( https://t.co/6or8kPpQiW',internet
'@VodafoneUK I@vodafoheuk you lot deserve a twitter barrage off of me and I’m only just starting',other
'@VodafoneUK @VodafoneUK shall I tweet the 90 minute webchat which was pointless as they wasn’t listening',other
'@VodafoneUK Is this the new way of fobbing off customers? Not even an automated response to say message received.',customer_service
'@VodafoneUK can u make ur twitter not dead?',other
'@Mylo_ryanXyloto @VodafoneUK Hi, sorry Lucy this was me harassing him. Many thanks, Luke.',other
'@VodafoneUK can u make ur twitter not dead?',other
'@VodafoneUK I’ll do it now',other
'#UnboxYourPhone Samsung Galaxy S8 Plus, from tariffs of £42 p/m @VodafoneUK via @EzMobiles https://t.co/RbUJd9J8k4 https://t.co/vlJOO9mH49',phone_services
'@VodafoneUK Done',other
'@VodafoneUK still too expensive',other
'RT @brennen_mike: @VodafoneUK 4 on chat, 4 on the phone and 2  in the shop over 10hrs, all but one in the shop lied. Number now in its 5th…',phone_services
'@VodafoneUK No. I shall be contacting you first thing tomorrow morning to cancel both of the lines I’ve had for 5 years.',signal
'@VodafoneUK @katieloudalyy_ Can you have NHS on the first and perk discount on the second?',other
'@VodafoneUK You have found a fault on the line. You have sent an engineer out. Result: The Internet speed is worse. #CancellingBroadband',internet
'@VodafoneUK customer service is atrocious 😡',customer_service
'RT @DrGABaines: @VodafoneUK Speaking to @VodafoneUK on 03333040191, their advice is to cancel the contract to get the refund (£24.94) and t…',financial
'@VodafoneUK Speaking to @VodafoneUK on 03333040191, their advice is to cancel the contract to get the refund (£24.94) and then apply again',financial
'@VodafoneUK got new iPhone 7, about 3 months. How much to have 25gb? These deals not fair to users of slightly older phones.',phone_services
'@VodafoneUK This will not help as I need a new router. But I can only get it once it been approved. when is that? Nobody knows #annoying',internet
'RT @CassandraTweet_: @VodafoneUK This will not help as I need a new router. But I can only get it once it been approved. when is that? Nobo…',internet
'RT @DrGABaines: @VodafoneUK Jade from Vodafone: “we can raise a complaint, but nothing will be done about it”',customer_service
'@VodafoneUK *mobile_data, so everywhere',mobile_data
'@VodafoneUK But loads of other people are having the same issues and when they call they get charged loads and the… https://t.co/cIHEqNjNuP',customer_service
'@VodafoneUK The texts dont stop!',other
'@VodafoneUK No we originally switched to vodafone as good signal but over last year or so its become terrible. No s… https://t.co/3rZEuK8Av7',signal
'@VodafoneUK still no signal for voice calls in b43 great barr Birmingham, its been like this for 4 days. Unbelievable poor service.',customer_service
'@stuartmgtmedia @VodafoneUK Email the ceo',other
'RT @swebby27: @VodafoneUK @stephybaby2k Im having the same problems',other
'@VodafoneUK Over an hour seems a bit long 😪',other
'RT @Crai9y335: @VodafoneUK trying to upgrade online but keep getting this error message. https://t.co/vMjVahgEvp',internet
'@VodafoneUK any idea how I can stop getting calls from Poland/Bulgaria/netherlands? I block all the numbers but then theres more. 🤷🏼‍♂️',internet
'@VodafoneUK 22 minutes and counting..... on hold. Want to cancel my contract......',financial
'@VodafoneUK But never reply to e-mails !!!!!!!',other
'@VodafoneUK Worst customer service ever! 2 months to install wifi and still not happened as wrong installation! #unprofessional #unsatisfied',internet
'Shocking from @O2 and @VodafoneUK #sortitout https://t.co/hdEvWhA9c6',other
'RT @VodafoneUK: Big 8GB data, unltd mins &amp; texts with our data-packed SIMs. The future is exciting. Ready? https://t.co/ACMMGHQ7xD',phone_services
'@YardleyShooting @VodafoneUK Fought TalkTalk for 9mths after they made mistake. Also fought SparkEnergy then went t… https://t.co/CKc0eCYICi',other
'@YardleyShooting You still chasing @VodafoneUK ? I sympathise. Ombudsman toothless Govt service. As per. #Vodaphone… https://t.co/iJEChEpKWC',customer_service
'@VodafoneUK Your customer service is shit. Its actually worse than Liverpools defence. So happy to be leaving you lot 😅',customer_service
'@VodafoneUK it gets better. 2.5 hours nearly with you. Result? Natalie hangs up on me as its home time!!! Terrible. #badcustomerservice',customer_service
'@VodafoneUK I switched to a new @VodafoneUK  router. Caller @BTCare service still on, Vodafone havent Informed. Sp… https://t.co/QQIlJLKHK7',internet
'@VodafoneUK Just find it bizarre',other
'RT @ntitawards: @Mainoneservice @VodafoneUK @Vodacom111 @Rackcenter @CWGAfrica @CWGChoices @naijatechguide @IBMcloud @BudgITng Who deserves…',customer_service
'RT @ntitawards: @Mainoneservice @VodafoneUK @Vodacom111 @Rackcenter @CWGAfrica @CWGChoices @naijatechguide @IBMcloud @BudgITng Who deserves…',customer_service
'PARTNER: @VodafoneUK has identified 5 trends that will drive digital government. Download the full report:… https://t.co/5KLoMqSKMi',other
'@VodafoneUK I have :)',other
'@VodafoneUK Rang that number and its nothing to do with what I need.',other
'@VodafoneUK Or tell them youll call back. I was told to call your customer service team',customer_service
'@VodafoneUK have to be the worst network to be with..',internet
'RT @BenJones148: Avoid @VodafoneUK like the plague, awful Customer Service, awful complaints process I cant seems to be their only respo…',customer_service
'Attend 19 Oct SPF Plenary to hear from @smithinst, @VodafoneUK, @DCMS &amp; @PlumConsulting. More info available here =&gt; https://t.co/KS2T3f3tiG',other
'RT @UK_SPF: Attend 19 Oct SPF Plenary to hear from @smithinst, @VodafoneUK, @DCMS &amp; @PlumConsulting. More info available here =&gt; https://t.…',other
'@SamWarrenger @HywelPlaidCymru @PlaidArfon @VodafoneUK @siangwenfelin @dailypostwales Hi Sam, we have a small numbe… https://t.co/nBo3hyPLrd',other
'@HywelPlaidCymru @LlanberisMRT @PlaidArfon @VodafoneUK @siangwenfelin @dailypostwales Why dont mountain rescue hav… https://t.co/P9jsxqPflI',other
'@VodafoneUK Yes. I have worked that one out!',other
'@VodafoneUK Thanks, youve not released an Android update since Dec 1st 2016, given delay and security criticality… https://t.co/JmRqLrhrRh',other
'@VodafoneUK So what is the point of this help page then? https://t.co/yXU6lvBmvZ',other
'Such poor service from @VodafoneUK broadband not activated on the date and no new date set wait another 48-72 hours shocking service',customer_service
'@VodafoneUK Yep. Its a Vodafone phone given to me by a friend. I keep getting a message saying that as the number… https://t.co/NUc5fVsWRb',phone_services
'@BBCNews @BBCBusiness @BenMBland I have Free @NOWTV (freebie from @VodafoneUK), i get free @AmazonVideoUK (as I hav… https://t.co/U6UjHQIKvI',other
'@VodafoneUK I mean service/signal I haven’t had any for 24hours now!',customer_service
'@VodafoneUK No',other
'@VodafoneUK I spoke to somebody on the chat yesterday and it was so automated and seemed like you dont offer anythi… https://t.co/0zaoOPTOQu',other
'P/T Retail Advisor @VodafoneUK #Felixstowe #FelixstoweJobs #SuffolkJobs See: https://t.co/9NP01ivGa8 https://t.co/eDsSagcrgM',other
'@VodafoneUK @stephybaby2k I phoned 8 times',phone_services
'After 10months asking for my number to be disconnected, I just spent 3 hours on the chat with 6 differen @VodafoneUK agents. Still unsolved!',other
'@VodafoneUK Ive been overcharged for months all I want is a refund',financial
'@VodafoneUK They rang me she couldnt tell me the refund and adv she would get manager to call me which hasnt happe… https://t.co/bWALZKxAcc',other
'@AdamParsons1 @VodafoneUK Customer service is a word not recognised within the mobile phone world',customer_service
'@VodafoneUK Your definition of soon and mine are clearly very different',other
'In 18 months, @vodafoneUKs EA program earned over 30M impressions. Learn how in @Dynamic_Signals next… https://t.co/xyqGBlUFXk',signal
'@behlchetan @VodafoneIN @VodafoneUK much appreciated step!',other
'RT @VodafoneUK: Big 8GB data, unltd mins &amp; texts with our data-packed SIMs. The future is exciting. Ready? https://t.co/ACMMGHQ7xD',phone_services
'Network coverage with @VodafoneUK is non-existent at Napton-on-the-Hill in Warwickshire. Just reporting.',internet
'@VodafoneUK Replied back to your DM',other
'Internet down since #Ophelia so working through my hotspot which is tedious at best. Bare with me replying to emails etc pls.. @VodafoneUK',internet
'PARTNER: @VodafoneUK enables direct interactions between citizens and govt through a range of channels. Full report… https://t.co/K9FkcMO887',other
'@VodafoneUK Im back on hold on the phone to your team now as I will soon run out of mobile_data if I keep using my 3G with no wifi',internet
'Six hours later... any progress @VodafoneUK #vodafone',other
'@Matt_Fell @VodafoneUK This is not good at all. I cant apologise enough for this Matt. Our team will be in touch a… https://t.co/DoPCeDwcEh',other
'@VodafoneUK So I went to live chat and it will cost me £35 for the sake of 20 days. Been with Vodafone for so long… https://t.co/sWa6Z4U9QQ',financial
'@VodafoneUK Spend hour to customer service. Guy tells me to ask for him by name. Call back. Next person says impossible to find a colleague.',customer_service
'RT @TalkToEmployees: In 18 months, @vodafoneUKs EA program earned over 30M impressions. Learn how in @Dynamic_Signals next #DySiWebinar h…',signal
'@VodafoneUK are genuinely awful',other
'@VodafoneUK I have sent you a private message.',other
'RT @jlarrison: In 18 months, @vodafoneUKs EA program earned over 30M impressions. Learn how in @Dynamic_Signals next #DySiWebinar https:/…',signal
'RT @jlarrison: In 18 months, @vodafoneUKs EA program earned over 30M impressions. Learn how in @Dynamic_Signals next #DySiWebinar https:/…',signal
'@VodafoneUK just fed up',other
'@VodafoneUK LOOOOOOOOOOOL @mcandicex',other
'@VodafoneUK I knew it would be pointless!! Always the same stock answer.',other
'RT @becka_l_1: @VodafoneUK 1st impression of home broadband service is appalling as there is no service just blame of openreach.',customer_service
'@VodafoneUK 1st impression of home broadband service is appalling as there is no service just blame of openreach.',customer_service
'Disgusting customer service yet again from @VodafoneUK  telephoney team!',customer_service
'RT @CecilyFSR: Idiot from .@VodafoneUK insisted Netherlands not in Euro Zone despite Voda website saying it is. #fail #customerservice',internet
'@VodafoneUK cleared cookies and all and still doesnt work. i add sth to my basket, want to log out as an existing… https://t.co/yv1Yz7tfpp',other
'@VodafoneUK After 6 calls now I’m still no where with my upgrade. You said the phones in stock and I then get a message to say it isn’t',phone_services
'@VodafoneUK done.',other
'Please @VodafoneUK, Im in trouble here, is there something going on in B71 West Bromwich? My Broadband has been dead for 5hrs.',mobile_data
'@VodafoneUK you obviously do not like keeping customers!',customer_service
'Can I introduce @bt_uk my current provider to @VodafoneUK my new provider if supply order stops been blocked by @bt_uk or @OpenreachGB #talk',other
'@Rhonddalad @VodafoneUK I’m currently ee',other
'@VodafoneUK Unless you can guarantee it will be sorted and Ill have wifi in my house by the end of the day, Im not wasting more time',internet
'@VodafoneUK I should be invoicing vodafone for all my time you are was',other
'#UnboxYourPhone Samsung Galaxy S8 Plus, from tariffs of £42 p/m @VodafoneUK via @EzMobiles https://t.co/RbUJd9J8k4 https://t.co/H0Dp4mAS8r',phone_services
'@VodafoneUK Doesn’t work &amp; just logged into my Vodafone to check password so it’s definitely not wrong. If I click… https://t.co/wxjNfKQGo8',other
'@VodafoneUK Thankyou!',other
'@VodafoneUK I’m struggling with 4G  in London - in and out of Victoria, St Pancreas, constantly on trains. Surely 4G needs to be constant?',other
'@VodafoneUK Tried and gave up as was Indian. Did t understand a word. Can’t call now so store is convenient',sales
'@VodafoneUK Received my upgrade today. Decided don’t want it. Can it be returned to store and revert back to previous tariff.',sales
'@LATraynor @VodafoneUK thats interesting. Apparently a network nearby has been down for 2 months. Im having to bu… https://t.co/I2ABnJ6nne',internet
'RT @JCPinManchester: Customer Service Advisers @VodafoneUKLife  @VodafoneUK in Wythenshawe #Manchester #Jobs See: https://t.co/1WhxSkh1di #…',customer_service
'@VodafoneUK Disgrace Ive been with Vodafone for years &amp; I have never had so much bad customer service and lack of flexibilty in my life!',customer_service
'@VodafoneUK Im trying to upgrade but u are making it difficult by offering no flexibility to a long customer as youve done a few weeks ago',customer_service
'RT @VodafoneUK: @CharlieSeaward1 Hi Charlie, you can see a recent statement we released about this here: https://t.co/w5MTA04fhV Colleen',other
'RT @longrunworks: Cross-sector collaboration crucial to embed technological innovations, says @VodafoneUK #SmartCities https://t.co/Epq2Wlc…',other
'Hmm having some regrets about this phone. But @VodafoneUK wont let me change back so gonna have to deal 😔',phone_services
'@VodafoneUK They are unable to help me as i am no longer a Vodafonecustomer. I know the issue is with when i ported… https://t.co/dBRbhgVqAG',customer_service
'Contract has ended why the fuck have they just taken money out my account. This is why I am leaving. @VodafoneUK',financial
'RT @chrisanewman: Been a long time @VodafoneUK customer and the billing system now and way you can control everything on mobile, broadband…',customer_service
'RT @Mrs_Rawler: Complaining to @VodafoneUK about my account since June and STILL having problems. Disgrace!!!! Just the worst service #Voda…',customer_service
'RT @chrisanewman: Been a long time @VodafoneUK customer and the billing system now and way you can control everything on mobile, broadband…',customer_service
'Changed to @VodafoneUK broadband and now a cant get mobdro 😠',mobile_data
'Well my bus pass app wouldnt open. Tried reinstalling and no mobile_data. Had to let 2 buses go. Frustrated @VodafoneUK @FirstManchester',mobile_data
'@VodafoneUK is your network down cause nothing’s loading when not connected to WiFi',internet
'RT @VodafoneUK: @Jaro0179san Can we help with anything Jaroslaw? Nate',other
'RT @VodafoneUK: What will the future hold? Discover how your world could change over the next 20 years. Ready?  https://t.co/XZejh1sAq2 htt…',other
'@VodafoneUK It appears to be okay now.. Was annoying earlier though.. Couldnt use my streaming services whilst out and about',customer_service
'RT @VodafoneUK: The international break is over so the #PremierLeague is back ⚽! Catch all the action on Sky Sports Mobile TV https://t.co/…',phone_services
'@VodafoneUK Have done.',other
'Have you guys started to throttle on fibre? Usually 70Mbps but this afternoon 46Mbps and right now 15????? #fibre… https://t.co/R8vozbf6di',other
'RT @VodafoneUK: Huge 20GB data, unltd mins &amp; texts with data-packed SIMs. The future is exciting. Ready? https://t.co/QXuq6MPzq8',phone_services
'@VodafoneUK ive done this with Technical teams before and they cant do anything. Just fed up of seeing your adverts which are complete lies',other
'@VodafoneUK Oh guess What? Broadband down again. Coupled with crap customer service, I am cancelling. Thank God I am in my 39 days.',customer_service
'#UnboxYourPhone Samsung Galaxy S8 Plus, from tariffs of £42 p/m @VodafoneUK via @EzMobiles https://t.co/RbUJd9J8k4 https://t.co/cWE1OtUXF0',phone_services
'@VodafoneUK',other
'Suggestions for broadband? Don’t use @vodafoneuk bet all they say to this is, call us. Been like this a week!! Shou… https://t.co/9JmP1vmWcA',mobile_data
'Which will be pretty useless if you have no mobile_data from @VodafoneUK which I dont &amp; havent had for months 😠 https://t.co/YYIAbbTWCx',mobile_data
'@VodafoneUK No Nate, I’ll wait for your manager to call as promised. We’re way past me chasing you.',other
'RT @bronsoncharley: Look @O2 @VodafoneUK its all coming out now, have you prepared £billions for  compensation?  https://t.co/n97fRfucV9',financial
'https://t.co/YBjce6yS6t @EE @VodafoneUK @ThreeUK',other
'Customer Service Advisers @VodafoneUKLife  @VodafoneUK in Wythenshawe #Manchester #Jobs See:… https://t.co/BCHPCMW9zS',customer_service
'@VodafoneDestek @VodafoneTR @VodafoneUK @VodafoneCust iptal edilemiyor destek verilemiyor internet zaten yok? Cevap o zaten yok😂😂😂',internet
'@VodafoneUK Totally disgusted in the customer service and efficiency of your processes. Im constantly overcharged and noone cares! @Ofcom',customer_service
'@VodafoneUK @Vodacom111 I’ve trying to message but it says failed',other
'@VodafoneUK Ive spent two hours trying to get through for a PAC code so far this week. Cant wait to leave! #customerservicesucks',customer_service
'Look @VodafoneUK its all coming out now, have you prepared £billions for  compensation?  https://t.co/n97fRfucV9',financial
